Sigla,Setor_Descricao,Setor_Codigo
COGEAD,FARMACIA POPULAR MG-VICOSA,
COGEAD,FARMACIA POPULAR BA-NORDESTE AMARALINA,
COGEAD,FARMACIA POPULAR GO-FORMOSA,
COGEAD,FARMACIA POPULAR BA-ITABUNA,
COGEAD,FARMACIA POPULAR RJ-SUPERVIA/CENTRAL,
COGEAD,FARMACIA POPULAR GO-CERES,
COGEAD,FARMACIA POPULAR MA-COLINAS,
COGEAD,FARMACIA POPULAR MA-ACAILANDIA,
COGEAD,FARMACIA POPULAR MS-COXIM,
COGEAD,FARMACIA POPULAR SP-SAO VICENTE,
COGEAD,FARMACIA POPULAR GO-LUZIANIA,
COGEAD,FARMACIA POPULAR MT-CACERES,
COGEAD,FARMACIA POPULAR GO-ANAPOLIS,
COGEAD,FARMACIA POPULAR BA-VITORIA DA CONQUISTA,
COGEAD,FARMACIA POPULAR CE-BREJO SANTO,
COGEAD,FARMACIA POPULAR SP-CRUZEIRO,
COGEAD,FARMACIA POPULAR BA-DIAS DAVILA,
COGEAD,FARMACIA POPULAR RR-BOA VISTA,
COGEAD,FARMACIA POPULAR RS-SAO FRANCISCO PAULA,
COGEAD,FARMACIA POPULAR NUCLEO  RIO DE JANEIRO,
COGEAD,SECAO DE EXPEDICAO,
COGEAD,FARMACIA POPULAR SP-UBATUBA,
COGEAD,FARMACIA POPULAR MG-SAO FRANCISCO,
COGEAD,FARMACIA POPULAR RJ-JAPERI,
COGEAD,FARMACIA POPULAR MA-VARGEM GRANDE,
COGEAD,FARMACIA POPULAR ES-VENENCIA,
IFF,DEPARTAMENTO DE GINECOLOGIA,
IOC,LAB BIOL PARASIT MAMIFEROS SILV RESERVAT,
COGEAD,SECAO DE QUALIFICAÇÃO DE FORNECEDORES,
COGEAD,CENTRO DE TECNOLOGIA DA INF. E COMINIC.,
COGEAD,INSTITUTO COMUNIC.INFO.CIENT.TECNOLOGICA,
COGEAD,BIB DE CIENCIAS BIOMEDICAS,
COGEAD,COORDENACAO GERAL POS-GRADUACAO,
COGEAD,SERV PRODUCAO DISTRIB EM AUDIOV EM SAUDE,
COGEAD,COORDENACAO DE TECNOLOGIA DA INFORMACAO,
INCQS,SETOR DE PRODUTOS ESTÉREIS,
IFF,CENTRO CIRURGICO - PEDIATRICO,
INI,SERVICO DE COORDENACAO DA QUALIDADE,
INCQS,VICE DIR. GESTÃO DESENV. INSTITUCIONAL,
ENSP,DEPARTAMENTO DE CIENCIAS SOCIAIS,
COGEAD,SECAO DE DESENVOLVIMENTO,
IGM,RECEPCAO ZILTON ANDRADE,
IGM,SERVICO DE LIMPEZA,
ICTB,PAVILHAO DE ANIMAIS MEDIO GRANDE PORTE,
ICTB,CENTRO CRIACAO ANIMAIS LABORATORIO,
IGM,LAB. DE INT. PARAS-HOSP. E EPIDEMIOLOGIA,
INCQS,SETOR DE VACINAS VIRAIS E BIOFÁRMACOS,
IFF,BERCARIO DE ALTO RISCO,
COGEAD,FARMACIA POPULAR BA-LIBERDADE,
COGEAD,DEPARTAMENTO MULTIMEIOS,
IFF,UTI NEONATAL-DEPTO. CIRURGIA PEDIATRICA,
IGM,SALA DAS PLATAFORMAS TECNOLOGICAS CPQGM,
IAM,SECAO DE CONTRATOS,
IAM,BIOTERIO,
COGEAD,SECRETARIA ESCOLAR - CAMPUS,
IRR,MOSQUITOS VETORES: ENDOS. E INT. PATOGEN,
IRR,POSTO AVANCADO DE ESTUDOS EMMANUEL DIAS,
IOC,SERVICO DE GESTAO DE MATERIAIS,
COGEAD,COORD. DE ESTR. DE INTEGR. REG. E NAC.,
COGEAD,CORREGEDORIA-SECCIONAL FIOCRUZ,
IGM,DEPOSITO DE BENS - SEPAT,
IGM,BIOTERIO,
IGM,LAB. INVEST. E GEN. E HEMAT. TRANSLACION,
IGM,BENS ALIENADOS,
IRR,LAB. DE REFERENCIA EM DOENCA DE CHAGAS,
IRR,COLECAO DE MOSQUITOS NEOTROPICAIS,
IRR,PLATAFORMA PCR EM TEMPO REAL BH,
COGEAD,VICE-PRESID. PESQ. E LAB. DE REFERENCIA,
IRR,FIOSAUDE CPQRR,
COGEAD,LAB DE INFORMACAO EM SAUDE,
IAM,BIBLIOTECA,
COGEAD,SECAO DE PROCESSAMENTO TECNICO,
IGM,SERVICO DE HISTOTECNOLOGIA,
IGM,QUALIDADE E BIOSSEGURANCA,
FAR-MANGUINHOS,LAB. DE SINT. DE SUBS. DE COMB. A DOENCA,
FAR-MANGUINHOS,DEPARTAMENTO DE METODOS ANALITICOS,
FAR-MANGUINHOS,LABORATORIO DESENV E VALIDACAO ANALITICA,
IOC,LAB DE VIROLOGIA COMPARADA E AMBIENTAL,
FAR-MANGUINHOS,SERVIÇO DE BIOPROCESSOS,
FAR-MANGUINHOS,LAB. DE PLANTAS MEDICINAIS E DERIVADOS,
FAR-MANGUINHOS,SERVICO DE CONTROLE FISICO-QUIMICO,
IAM,SECAO DE ALMOXARIFADO,
IOC,LAB DE PROTOZOOLOGIA,
IOC,LAB DE HANTAVIROSES E RICKETTSIOSES,
IGM,SERVICO NACIONAL DA INDUSTRIA CIMATEC,
ICTB,VICE DIR. DE QUALIDADE E LABORATORIO,
INI,LAB PESQ CLINICA DERMATOLOGIA INFECCIOSA,
COGEAD,EFA 2030/PR,
ICTB,SERVICO DE APOIO ADMINISTRATIVO,
FAR-MANGUINHOS,DEPTO DE PESQUISA E DESENV. TECNOLOGICO,
ICTB,CENTRO CRIACAO ANIMAIS DE LABORATORIO,
ICTB,SECAO DE ARQUIVO,
ENSP,LABORAT. DE ESTUDOS E PESQ.SAUDE MENTAL,
IAM,CENTRO DE PESQUISAS AGGEU MAGALHAES,
ILMD,SERVICO DE ADMINISTRACAO,
ILMD,SECAO DE BIBLIOTECA,
ILMD,VICE DIRETORIA DE PESQUISA E INOVACAO,
ILMD,SERVICO DE INFRAESTRUTURA,
ILMD,SERVICO DE GESTAO DO TRABALHO,
IAM,MANUTENCAO E OFICINA,
INI,LAB DE PESQ CLINICA EM DOENÇAS DE CHAGAS,
COGEAD,SETOR DE MANUT. DE EQUIP. E INST. PREDIA,
IRR,MALARIA EXPERIMENTAL E HUMANA,
COGEAD,SERVICO DE CAPACITACAO,
COGEAD,CENTRO SAUDE ESCOLA GERMANO S.FARIA,
ICTB,DEPARTAMENTO DE PRIMATOLOGIA,
ILMD,VICE DIRETORIA DE PESQUISA,
IAM,LABORATORIO BIOLOGIA CELUALR E MOLECULAR,
IRR,SERVICO DE APOIO A PROJETOS E COOPERACAO,
IRR,MEMORIAS,
COGIC,SECAO CARPINTARIA,
FAR-MANGUINHOS,LAB. DE SINTESE ORGANICA SINT.2/5,
IOC,DEPTO DE PROTOZOOLOGIA,
COGIC,SERVICO ADMINISTRAÇÃO EXPANSÃO CAMPUS,
COGIC,DEPARTAMENTO MANUTENÇÃO EQUIPAMENTOS,
COC,SERVICO DE CONSERVACAO E RESTRUTURACAO,
IFF,LABORATORIO DE FISIOPATOLOGIA HUMANA,
INI,SECAO DE HEMATOLOGIA,
COGEAD,NUCLEO DE EDUCACAO PROFISS. LABORATORIO,
COC,ESPACO BIODESCOBERTA,
COGEAD,CENTRO DE TECNOLOGIA DE INF. E COMUNIC.,
IRR,QUIMICA DE PRODUTOS NATURAIS BIOATIVOS,
IRR,NUCLEO DE SAUDE DO TRABALHADOR,
IFF,SERVICO GERAIS,
IRR,SECAO DE BIOTERIO,
COGEAD,BIBLIOTECA VIRTUAL EM SAUDE,
IRR,SEQUENCIAMENTO DE DNA - BH,
IGM,LABORATORIO DE BIOSSEGURANÇA NIVEL 3 NB3,
INI,LAB PESQ CLIN DERMZOO ANIMAIS DOMESTICOS,
COGEAD,SERVICO DE VIDEOSAUDE DISTRIBUIDORA,
IAM,SETOR DE LAVAGEM ESTERELIZACAO,
IAM,ASSIST. TECNICA PLATAFORMAS TECNOLOGICAS,
IAM,SECAO DE LIMPESA E CONSERVACAO,
INCQS,LABORATÓRIO DE FARMACOLOGIA,
COGEAD,ESCOLA POLITECNICA DE SAUDE J.VENANCIO,
IRR,COLECAO DE FLEBOTOMINEOS,
IRR,PESQ. CLIN. E POL. PUB. EM DOENCAS INFE,
FAR-MANGUINHOS,DEPARTAMENTO DE MANUTENCAO,
IAM,LABORATORIO DE ESQUITOSSOMOSE,
IRR,TRIATOMINEOS,
IOC,DEPTO DE ULTRA-ESTRUTURA E BIOL.CELULAR,
IRR,TAXONOMIA DE FLEB. EP. DIAG. E CONT. LEI,
INI,VICE-DIRECAO DE PESQUISA CLINICA,
INI,ASSESSORIA DE COMUNICACAO SOCIAL,
ILMD,SECAO DE SECRETARIA ACADEMICA,
ILMD,SECRETARIA ACADEMICA,
ILMD,NUCLEO DE INOVACAO TECNOLOGICA,
ILMD,VICE DIR PESQ E SERV DE REFERENCIA,
ENSP,SERVIÇO DESENVOLVIMENTO EDUCACIONAL,
IAM,VICE DIRETORIA DE ENSINO,
ICTB,INSTITUTO CIENCIA E TECNOLOGIA BIOMODELO,
IRR,BIOTERIO DE PRODUCAO,
INI,CENTRO DE ESTUDOS EURICO VILELA,
IAM,LABORATORIO DE ANIMAIS SILVESTRES,
IRR,SECAO DE MOLUSCARIO,
IRR,ARQUIVO CENTRAL,
INCQS,DEPARTAMENTO DE FARMACOLOGIA TOXICOLOGIA,
ICTB,DEP. DE GESTAO E DESENV. INSTITUCIONAL,
COGEAD,INSTITUTO CIENCIA E TECNOLOGIA BIOMODELO,
COGIC,SERVIÇO GESTÃO MATERIAL,
IRR,IMUNOPATOLOGIA,
IAM,SEÇÃO DE ADMINISTRAÇÃO GERAL,
IGM,PLATAFORMA DE MICROSCOPIA ELETRONICA,
IOC,LAB DE IMUNOMODULACAO EE PROTOZOOLOGIA,
FAR-MANGUINHOS,SERVICO DE PRODUCAO PREDIO 70,
IRR,SERVIÇO DE GESTAO DE PESSOAS,
INI,VICE-DIRECAO DE GESTAO,
INI,LAB PESQ CLINICA DOENÇAS FEBRIS AGUDAS,
INI,COMISSAO CONTROLE DE INFECCAO HOSPITALAR,
FAR-MANGUINHOS,FARMACOLOGIA APLICADA,
IOC,LAB. DE VIRUS RESPIRATORIO E SARAMPO,
ENSP,LABORATORIO DE TOXICOLOGIA AMBIENTAL,
INCQS,SETOR DE ENSAIOS TOXICOLÓGICOS,
INI,PLATAFORMA DE LABORATORIO MULTIUSUARIO,
COGEAD,SERVICO DE FARMACOCINETICA,
INI,COORDENACAO ATENCAO A PACIENTES INTERNOS,
INI,SERVICO DE ANALISES CLINICAS,
INCQS,SETOR DE SANEANTES,
IRR,"VICE-DIR. DE PESQ, INOV. TEC. E SERV. RE",
IRR,BIO. E IMUN. DE DOENCAS INF. PARASITARIA,
IRR,INFORMATICA DE BIOSSISTEMAS,
IRR,SECAO DE ALMOXARIFADO,
IRR,SERVICO DE INFORMATICA,
IAM,EST. BIOLOGICA EXPERIMENTAL EXU,
IOC,LAB.NAC.E INT.DE REF.TAXON. TRIATOMINEOS,
INI,SERVICO DE NUTRICAO,
IFF,UPI - GINECOLOGIA,
IRR,CENTRO DE REFERENCIA EM LEISHMANIOSES,
IRR,NUCLEO DE EST. EM SAUDE PUB. E ENVELHECI,
IRR,COMITE DE ETICA EM PESQUISA,
FAR-MANGUINHOS,LAB. DE SINTESE ORGANICA SINT.3/4,
IOC,LAB ECO-EPIDEM CONT ESQUIST GEOHELMINTO,
COGEAD,BIB DA SAUDE DA MULHER E CRIANCA,
IFF,ZELADORIA,
IFF,UNIDADE DE PESQUISA CLINICA,
COGEAD,LAB.EDUCACIONAL DE VIGILANCIA SANITARIA,
INCQS,NÚCLEO DE AL. MIC. E MÉTODOS RÁPIDOS,
IFF,BACTERIOLOGIA - PATOLOGIA CLINICA,
IFF,MEDICINA FETAL,
IFF,COMITE DE ETICA E PESQUISA,
IFF,IMUNOLOGIA - PATOLOGIA CLINICA,
IFF,SERVICO DE ROUPARIA,
COGEAD,DEPART.BIBLIOTECA DA ENSP,
INI,NUCLEO DE SEGURANCA DO PACIENTE,
ENSP,SECAO DE PATRIMONIO,
COGEAD,SECAO DE PROTOCOLO,
INI,COORDENACAO DE ATIVIDADES DIAGNOSTICAS,
INI,LAB DE PARASITOLOGIA,
INCQS,SERVIÇO TÉCNICO PROGRAMÁTICO,
IRR,NUCLEO DE PATRIMONIO,
IRR,POL. PUB. E D. HUM. EM SAUDE E SANEAMENT,
ENSP,REDE INVESTIGACAO SISTEMAS SERVIC.SAUDE,
IFF,AMBULATORIO PRE-NATAL,
IRR,SERVIÇO DE GESTAO DE TRABALHO,
IFF,UNIDADE DE PACIENTES GRAVES -UPG,
INCQS,SETOR DE ARTIGOS DE SAUDE,
INCQS,SEÇÃO DE GESTÃO DOCUMENTAL,
INCQS,SEÇÃO DE ALMOXARIFADO,
INCQS,NT COMISSÃO DO PROGR. DE ENS. DE PROF.,
INCQS,SETOR DE PRODUTOS NÃO ESTERIES,
IOC,LAB PESQ AUTO IMUNIDADE IMUNO REGULACAO,
IFF,CENTRO CIRURGICO OBSTETRICO,
INI,SECAO DE SERVICO SOCIAL,
IGM,LAB. ENF. INFEC. TRANSMITIDA POR VETORES,
IAM,NUCLEO DE APOIO TECNICO CIENTIFICO,
ENSP,COMITE DE ETICA E PESQUISA,
IOC,LAB DE SISTEMATICA E BIOQUIMICA,
IOC,LAB DE VIROLOGIA COMPARADA,
FAR-MANGUINHOS,DEPARTAMENTO DE PRODUCAO,
FAR-MANGUINHOS,DEPTO DE PRODUCAO DE MEDICAMENTOS,
IGM,ITAQUARA,
IAM,LABORATORIO DE IMUNOGENETICA,
ENSP,FARMACIA CRPHF,
IFF,ENGENHARIA CLINICA,
IRR,PLATAFORMA DE MICROS. E MICROAN. DE IMAG,
IGM,LAB.PATOLOGIA EXPERIMENTAL,
IGM,LAB ENFERM.INFECCIOSAS TRANSMIT.VETORES,
ICTB,DIRECAO,
ENSP,NUCLEO DE ASSISTENCIA FARMACEUTICA,
IAM,SECAO DESENV.RECURSOS HUMANOS,
IGM,PORTARIA E GUARITA,
COGEAD,ESCRITORIO TECNICO DE RONDONIA,
INI,SECAO DE SECRECOES E EXCRECOES,
IOC,LAB DE MORFOLOGIA E MORFOGENESE VIRAL,
INI,INSTITUTO NACIONAL DE INFECTOLOGIA,
FAR-MANGUINHOS,VICE-DIRETORIA DE GESTAO INSTITUCIONAL,
FAR-MANGUINHOS,"VICE DIRETORIA DE ENSINO,PESQ E INOVACAO",
FAR-MANGUINHOS,DEPARTAMENTO DE PRODUTOS NATURAIS,
FAR-MANGUINHOS,DEPARTAMENTO DE PPCP,
FAR-MANGUINHOS,DEPARTAMENTO FINANCEIRO,
FAR-MANGUINHOS,COORDENACAO DE DESENVOLVIMENTO TECNOLOGI,
IOC,COMISSAO INTERNA DE GESTAO AMBIENTAL,
FAR-MANGUINHOS,DEPARTAMENTO DE LOGISTICA,
IFF,PESQUISA DE FUNCAO PULMONAR,
IFF,HEMATOLOGIA - PATOLOGIA CLINICA,
IFF,VIROLOGIA - PATOLOGIA CLINICA,
IFF,DIP - DEPARTAMENTO DE PEDIATRIA,
IRR,BIOLOGIA E IMUNOLOGIA PARASITARIA,
COGEAD,EDITORA CIENTIFICA E ADMINISTRATIVA,
COGEAD,SECAO DE INFRAESTRUTURA,
COGEAD,NUCLEO DE TECNOLOGIA EDUCACIONAL,
IAM,SECAO DE ENGENHARIA E ARQUITETURA,
IAM,LAB.DE METODOS QUANTITATIVOS EM SAUDE,
COGEAD,BIODIVERSIDADE E SAUDE,
COGIC,SECAO BEM A LOCALIZAR,
IOC,LAB. DE ULTRA-ESTRUTURA VIRAL,
IOC,LAB BIOQUIMICA DE PROTEINAS E PEPTIDEOS,
IOC,SERVICO DE PRODUCAO DE IMAGEM,
FAR-MANGUINHOS,GABINETE,
IFF,SERVICO DE SEGURANCA,
IRR,SERV GESTAO DA QUAL. BIOSSEG. E AMBIENTE,
IRR,PLATAFORMA DE SEQUENCIAMENTO DNA-SOLID,
IRR,PLATAFORMA DE SEQUENCIAMENTO NGS,
IGM,LABORATORIO DE PESQUISAS CLINICAS,
IGM,CANIL,
INI,DEPARTAMENTO DE DOENCAS INFECCIOSAS,
INI,SERVICO DE DOCUMENTACAO DO PACIENTE,
ENSP,SERVICO DE BIOESTATISTICA,
COGEAD,REDE DE BIBLIOTECAS DA FIOCRUZ,
INI,SECAO DE PSICOLOGIA,
INI,SERVICO DE FISIOTERAPIA,
INI,COORDENACAO DE PESQUISA,
INI,ASSESSORIA TECNICA COOPERACAO COM O SUS,
INI,LAB DE EPIDEMIOLOGIA CLINICA,
INI,LAB PESQ CLI E VIGILANCIA EM LEISHMANIOS,
INI,AGENCIA TRANSFUSIONAL,
INI,LAB IMUNOL E IMUNOGEN DOENCA INFECCIOSA,
INI,LAB DE PESQ CLINICA EM NEUROINFECCOES,
INI,LAB PESQ CLINICA OFTALMOLOGIA INFECCIOSA,
INI,LAB PESQ CLINICA EM MEDICINA INTENSIVA,
INCQS,LABORATÓRIO DE METROLOGIA,
COGEAD,LAB. DE EDUC. PROF. EM GESTAO EM SAUDE,
IAM,COMITE DE ETICA EM PESQUISA,
IFF,DEPARTAMENTO DE ADMINISTRACAO,
ENSP,GESTAO DE CONTRATOS,
COGEAD,COORDENACAO DE POS GRADUACAO,
IOC,LAB DE COMUNICACAO CELULAR,
IFF,INFORMATICA,
COGEAD,ASSESSORIA GESTAO ESTRAT E PLANEJAMENTO,
IOC,LAB MOSQ. TRANSMISSORES DE HEMATOZOARIOS,
IFF,DEP.TECNOLOGIA E DESENVOLVIMENTO,
COGEAD,SECRETARIA EDITORIAL,
COGEAD,DIRETORIA DO EPSJV,
IFF,CHEFIA DE ENFERMAGEM,
IAM,LAB IMUNOPATOLOGIA E BIOLOGIA MOLECULAR,
IAM,LABORATORIO DE MUTAGENESE,
IAM,LABORATORIO DE IMUNOEPIDEMIOLOGIA,
IAM,LABORATORIO SERVICO NAC REF EM FILARIOSE,
IAM,LABORATORIO DE DOENÇAS TRANSMISSIVEIS,
COC,SERVICO DE ORCAMENTO E FINANCAS,
FAR-MANGUINHOS,LABORATORIO DE PROD. NATURAIS PN1,
FAR-MANGUINHOS,SECAO DE TRANSPORTE,
FAR-MANGUINHOS,SERVICO DE PATRIMONIO,
COGEAD,PLATAFORMA DE PUR. E CARAC. DE PROTEINA,
COGEAD,SERVICO DE PLANEJAMENTO,
COGEAD,COORDENACAO DA QUALIDADE,
COGEAD,PLATAFORMA ESPECTROMETRIA DE MASSAS,
COGEAD,SERVICO DE GESTAO DE PESSOAS,
COGEAD,LAB. DE PROT. ESTRUTURAL E COMPUTACIONAL,
COGEAD,NUCLEO DE INOVACAO TECNOLOGICA,
COGEAD,PLAT DE CRIACAO E EXPERIMENTACAO ANIMAL,
IAM,COMISSAO PERMANENTE DE LICITACAO,
INI,SERVICO DE GESTAO DE TRABALHO,
COGEAD,PROGRAMA DE VOCACAO CIENTIFICA-PROVOC,
INI,SERVICO DE ORCAMENTO E FINANCAS,
INI,SERVICO DE GESTAO DE CONTRATOS,
IAM,SECRETARIA DE GABINETE,
IAM,SERV.ADMINISTRACAO MATERIAIS,
IAM,ASSESSORIA DE INFORMACAO,
ENSP,GABINETE,
ENSP,CENTRO ESTUDOS PESQ EMERG DESASTRE SAUDE,
COGEAD,SERV. DE PROCED. LEGAIS E ASS. TECNICA,
COGEAD,DEPART.DESENV.RECURSOS HUMANOS,
COGEAD,DIRETORIA DE PLANEJAMENTO ESTRATEGICO,
IRR,IMUNOLOGIA DE DOENCAS VIRAIS,
IOC,VICE DIR DE DESENV INST E GESTAO,
FAR-MANGUINHOS,INSTITUTO DE TECNOL. EM  FARMACOS,
COGEAD,INSTITUTO LEONIDAS & MARIA DEANE,
COGIC,SECAO OPTICA,
ENSP,SERVIÇO DE GESTÃO PATRIMONIAL,
INCQS,DEPARTAMENTO DE MICROBIOLOGIA,
INCQS,VICE DIRETORIA DE GESTÃO DA QUALIDADE,
COGEAD,SERVICO DE CONTABILIDADE,
IRR,SERVICO DE EXECUCAO FINANCEIRA,
IRR,SERVICO DE ADMINISTRACAO MATERIAL,
IFF,SERVICO DE PSICOLOGIA,
ICTB,SERVICO DE INFORMATICA,
COGEAD,"VICE-DIR. DE ENSINO, INF. E COMUNICACAO",
COGEAD,SALA DE EQUIPAMENTOS I,
COGEAD,ASSES. DE COMUNICACAO E DIVUL CIENTIFICA,
IAM,ESCRITÓRIO DE PROJETOS,
COGEAD,SALA DE PESAGEM,
FAR-MANGUINHOS,SECAO DE TRATAMENTO DE EFLUENTES,
FAR-MANGUINHOS,VICE DIRETORIA DE GESTAO DO TRABALHO,
FAR-MANGUINHOS,SERVICO APOIO ADMINISTRATIVO,
FAR-MANGUINHOS,DIVISAO DE CONTROLE DE QUALIDADE,
IFF,AMBULATORIO ESTIMULACAO ESSENCIAL,
INI,HOSPITAL DIA,
IOC,LABORAT. COLECA0 DE TRIPANOSSOMATIDEOS,
COGEAD,VICE-PRESID. PESQ. DESENV. TECNOLOG.,
COGEAD,ASSISTENTE TECNICO DA GESTAO DE ACERVOS,
IOC,SERVICO DE PLANEJAMENTO E ORCAMENTO,
IFF,COMISSAO INFECCAO HOSPITALAR,
IAM,SECAO PORTARIA PROTOCOLO,
IGM,SALA DE REUNIAO 1 - DIRETORIA,
IGM,SALA DE AULA PAV. ALOISIO PRATA II,
ICTB,DEP.DE CONTROLE DA QUALIDADE ANIMAL,
COGEAD,CENTRO TECN. E INF. BANCO LEITE HUMANO,
INCQS,LABORATORIO MATERIAIS REFERENCIAS-FUNGOS,
INCQS,SERVIÇO DE PLANEJAMENTO,
FAR-MANGUINHOS,COORDENACAO DESENVOLVIMENTO TECNOLOGICO,
IFF,UROANALISE - PATOLOGIA CLINICA,
IOC,EDITORIA CIENTIFICA,
FAR-MANGUINHOS,SERVICOS GERAIS,
FAR-MANGUINHOS,DIVISAO DA GARANTIDA DA QUALIDADE,
IFF,CENTRO CIRURGICO DA GINECOLOGIA,
COGIC,SECAO PORTARIA GUARITA,
ENSP,VICE DIREÇÃO AMBULATÓRIOS E LABORATÓRIOS,
COGIC,SECAO SERRALHERIA,
ICTB,PAVILHAO ANIMAIS MEDIO GRANDE PORTE,
FAR-MANGUINHOS,SERVICO DE AUTOMACAO,
FAR-MANGUINHOS,SERVICO DE UTILIDADE,
COGEAD,INFRAESTRUTURA DE ADMINISTRACAO,
COGEAD,LABORATORIO DE CULTIVO DE CELULAS TRONCO,
IRR,NUCLEO DE COMUNICACAO,
COGIC,SERVICO GESTÃO COMPRAS,
ICTB,COORDENACAO DA GARANTIA DA QUALIDADE,
IGM,COPA PAVILHAO AP,
IGM,COPA PAVILHAO ZILTON ANDRADE,
IGM,COPA PA AP II,
ICTB,SERVICO DE ENSINO E RECURSOS HUMANOS,
FAR-MANGUINHOS,SERVICO DE RESSONANCIA MAGNETICA NUCLEAR,
COGEAD,SECRETARIA DO GABINETE,
COGEAD,SETOR DE RECURSOS HUMANOS,
COGIC,SERVIÇO INFRAESTRUTURA MATA ATLÂNTICA,
IFF,CONTRATOS,
COGEAD,FARMACIA POPULAR SP-VILA PRUDENTE,
COGEAD,FARMACIA POPULAR SP-PIRITUBA,
COGEAD,SERVICO DE FORMALIZACAO DE CONTRATOS,
IFF,ASSESSORIA PROCESSUAL,
IFF,DEP.DE PESQUISA,
COGIC,SECAO OBRAS,
COGEAD,LAB DE BIOLOGIA BASICA DE CELULAS TRONCO,
COGEAD,SALA DE CULTIVO DE BACTERIAS,
IOC,LAB BIOQUIMICA DE PROTEINAS E REPTIDEOS,
IOC,LAB. DE ENTEROVIRUS,
COGEAD,LAB. PROD TESTE RAPIDO E CONTROLE QUALID,
IFF,ASSESSORIA DA DIRECAO,
IFF,AMBULATORIO CARDIOLOGIA,
INCQS,REVISTA VISA EM DEBATE,
INCQS,SETOR DE FUNGOS,
INCQS,CENTRAL DE ATENDIMENTO AO CLIENTE,
INCQS,GESTÃO DE CUSTOS,
IOC,LAB DE IMUNOMODULACAO E PROTOZOOLOGIA,
ICTB,DIRECAO DO ICTB,
ICTB,SERVICO DE GESTAO DE PESSOAS,
IRR,AMBULATORIO,
IFF,NUST - IFF,
IFF,AMBULATORIO ESPECIALIZADO,
FAR-MANGUINHOS,QUIMICA DE PRODUTOS NATURAIS,
FAR-MANGUINHOS,LABORATORIO DE PRODUTOS NATURAIS PN 3,
FAR-MANGUINHOS,LABORATORIO DE PRODUTOS NATURAIS PN 4,
FAR-MANGUINHOS,SERVICO DE FLEXOGRAFIA,
ENSP,CENTRO REFERENCIA PROFESSOR HELIO FRAGA,
IOC,LAB EPID E SISTEMATICA MOLECULAR,
IOC,LABORATORIO DE FISIOPATOLOGIA HUMANA,
IFF,BIOQUIMICA - PATOLOGIA CLINICA,
INI,SERVICO DE COMPRAS,
IOC,LAB. DE REGULAÇAO DA EXPRESSAO GENICA,
ILMD,NUCLEO TECNICO DE SUPORTE A PESQUISA,
IGM,SALA PESQUISADOR LAPEX,
IGM,SALA DE LAVAGEM/ESTERILIZACAO,
IGM,LABORATORIO P3,
IGM,SALA FOTOGRAFUA/ELETROFORESE/IMUNOFLORES,
IGM,SALA BROMETO DE ETIDIO,
COGEAD,"VICE DIR PESQ, ENSINO DESENV TECNOLOGICO",
COGEAD,SECRETARIA GERAL,
FAR-MANGUINHOS,DIRETORIA COMERCIAL,
ICTB,SECAO DE PATRIMONIO,
COGEAD,COORDENAÇÃO ADMINISTRATIVA-CONTABILIDADE,
COGEAD,COORDENACO ADMINISTRATIVA - SUPORTE,
COGEAD,SERVICO DE GESTAO DE CONTRATOS,
COGEAD,FARMACIA POPULAR PE-OLINDA,
ICTB,NUCLEO DE PROJETOS ESTRATEGICOS,
IRR,SERV GESTAO DA QUALIDADE E BIOSSEGURANCA,
COGEAD,SERV.GERENCIAMENTO CARREIRAS,
IGM,SALA COLETA DE SANGUE,
INI,SERVICO DE INFORMACAO HOSPITALAR,
IGM,VICE DIRETORIA,
ENSP,VICE DIREÇÃO DE PESQUISA E INOVAÇÃO,
FAR-MANGUINHOS,LABORATORIO DE FARMACOTECNICA EXPERIMENT,
INCQS,SETOR DE ALIMENTOS,
IGM,SALA PESQUISADOR,
INCQS,LAB. DE MIC. DE ALIMENTOS E SANEANTES,
ICTB,SECAO DE PROTOCOLO,
INCQS,BIBLIOTECA,
COGEAD,SECAO DE ORCAMENTO,
IGM,MOLUSCARIO,
IAM,NUCLEO DE PLANEJAMENTO,
IAM,COMISSAO ETICA EXP ANIMAL CEUA,
COGEAD,COORDENACAO GERAL DE ADMINISTRACAO,
ILMD,SERVICO DE LABORATORIO,
INI,SERVICO MEDICO,
COGIC,SECAO USO COMUM,
COGIC,SERVIÇO GESTÃO VIGILÂNCIA,
COGIC,SEÇÃO SEGURANÇA TRABALHO,
COGIC,SECAO ELETRONICA,
COGIC,SEÇÃO ELETROTÉCNICA 2,
COGIC,SEÇÃO AREAS VERDES,
COGIC,SECAO METROLOGIA,
COGIC,SEÇÃO EFICIÊNCIA ENERGÉTICA,
COGIC,SECAO PREPOSTO,
COGIC,SECAO REFRIGERACAO FINA,
COGIC,SECAO ALMOXARIFADO,
COGIC,SECAO PINTURA,
COGIC,SEÇÃO ELETROTÉCNICA 1,
IAM,LIVROS DA BIBLIOTECA,
COGIC,SECAO APOIO ADMINISTRATIVO,
COGIC,SECAO APURACAO,
COGIC,SECAO SECRETARIA,
COGIC,SUBSEÇÃO CLIMATIZAÇÃO,
COGEAD,LAB DE COMUNICACAO E SAUDE,
COGEAD,SECRETARIA DE ADMINISTRACAO DA PREFEITUR,
COC,PROGRAMA DE POS GRADUACAO,
FAR-MANGUINHOS,DEPARTAMENTO DE EDUCACAO,
